Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Returned
1858,US-2021-158218,2021-05-12,2021-05-15,Second Class,AC-10420,Alyssa Crouse,Corporate,Houston,Texas,77041.0,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.23999999999999,4,0.8,-53.07200000000002,0
1859,CA-2019-121608,2019-09-03,2019-09-05,First Class,JB-15400,Jennifer Braxton,Corporate,Bristol,Connecticut,6010.0,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0.0,60.552800000000005,0
1860,CA-2019-121608,2019-09-03,2019-09-05,First Class,JB-15400,Jennifer Braxton,Corporate,Bristol,Connecticut,6010.0,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0.0,25.122500000000002,0
1861,US-2021-121251,2021-03-26,2021-03-27,First Class,GM-14440,Gary McGarr,Consumer,New York City,New York,10009.0,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.976400000000012,0
1862,US-2021-121251,2021-03-26,2021-03-27,First Class,GM-14440,Gary McGarr,Consumer,New York City,New York,10009.0,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0.0,33.588800000000006,0
1863,CA-2018-151078,2018-11-12,2018-11-12,Same Day,RF-19840,Roy Französisch,Consumer,San Antonio,Texas,78207.0,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632000000000005,4,0.2,4.9632000000000005,0
1864,US-2020-100839,2020-10-13,2020-10-17,Standard Class,NC-18625,Noah Childs,Corporate,Aurora,Colorado,80013.0,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.5680000000001,0
1865,US-2020-100839,2020-10-13,2020-10-17,Standard Class,NC-18625,Noah Childs,Corporate,Aurora,Colorado,80013.0,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.3679999999999986,0
1866,US-2021-116659,2021-11-12,2021-11-12,Same Day,NG-18355,Nat Gilpin,Corporate,Newark,Ohio,43055.0,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.69550000000004,0
1867,CA-2021-118857,2021-04-15,2021-04-18,First Class,AH-10075,Adam Hart,Corporate,Henderson,Nevada,89015.0,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0.0,70.72199999999998,0
1868,CA-2019-127110,2019-06-25,2019-07-01,Standard Class,CH-12070,Cathy Hwang,Home Office,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,31.104000000000006,6,0.2,10.8864,0
1869,CA-2019-127110,2019-06-25,2019-07-01,Standard Class,CH-12070,Cathy Hwang,Home Office,Philadelphia,Pennsylvania,19143.0,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.607599999999998,0
1870,CA-2020-148201,2020-08-26,2020-08-29,Second Class,CC-12145,Charles Crestani,Consumer,Seattle,Washington,98103.0,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,1,0.0,3.1104000000000003,0
1871,CA-2018-116932,2018-07-21,2018-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,San Francisco,California,94122.0,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,0
1872,CA-2018-116932,2018-07-21,2018-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,San Francisco,California,94122.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.5680000000001,2,0.2,50.097999999999985,0
1873,CA-2018-116932,2018-07-21,2018-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,San Francisco,California,94122.0,West,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.284800000000004,0
1874,CA-2021-142888,2021-11-21,2021-11-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,Spokane,Washington,99207.0,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,0.0,20.584199999999996,1
1875,CA-2018-147914,2018-06-04,2018-06-09,Standard Class,MP-17470,Mark Packer,Home Office,Columbus,Ohio,43229.0,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.881200000000001,0
1876,US-2020-112977,2020-03-10,2020-03-16,Standard Class,CJ-12010,Caroline Jumper,Consumer,Long Beach,New York,11561.0,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098000000000013,0
1877,CA-2021-112039,2021-03-25,2021-03-29,Standard Class,JC-15775,John Castell,Consumer,San Antonio,Texas,78207.0,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.3760000000001,3,0.2,47.037600000000026,0
1878,CA-2021-118885,2021-12-29,2022-01-02,Standard Class,JG-15160,James Galang,Consumer,Los Angeles,California,90049.0,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.276400000000024,0
1879,CA-2021-118885,2021-12-29,2022-01-02,Standard Class,JG-15160,James Galang,Consumer,Los Angeles,California,90049.0,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.678200000000018,0
1880,US-2021-166611,2021-03-28,2021-04-02,Standard Class,CK-12760,Cyma Kinney,Corporate,Jacksonville,Florida,32216.0,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,68.74200000000002,9,0.7,-48.119399999999985,0
1881,CA-2019-109512,2019-03-05,2019-03-05,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,10011.0,East,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,29.339999999999996,3,0.0,14.669999999999998,0
1882,CA-2019-109512,2019-03-05,2019-03-05,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,10011.0,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.93449999999997,0
1883,CA-2019-109512,2019-03-05,2019-03-05,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,10011.0,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608,0
1884,CA-2020-118570,2020-11-13,2020-11-17,Standard Class,CC-12430,Chuck Clark,Home Office,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,217.05599999999998,7,0.2,78.6828,0
1885,CA-2021-154718,2021-01-19,2021-01-23,Second Class,DL-12865,Dan Lawera,Consumer,Keller,Texas,76248.0,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6.0,2,0.2,2.0999999999999996,0
1886,CA-2020-147578,2020-04-22,2020-04-26,Second Class,PG-18895,Paul Gonzalez,Consumer,San Francisco,California,94122.0,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148,0
1887,CA-2018-140165,2018-05-13,2018-05-15,First Class,EH-14005,Erica Hernandez,Home Office,Hialeah,Florida,33012.0,South,OFF-FA-10002815,Office Supplies,Fasteners,Staples,7.104000000000001,2,0.2,2.3976,0
1888,CA-2018-140165,2018-05-13,2018-05-15,First Class,EH-14005,Erica Hernandez,Home Office,Hialeah,Florida,33012.0,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.35200000000003,8,0.7,-331.9599999999999,0
1889,CA-2018-142587,2018-10-21,2018-10-22,First Class,TB-21520,Tracy Blumstein,Consumer,Fairfield,Ohio,45014.0,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.79200000000002,4,0.2,13.701599999999988,0
1890,CA-2018-142587,2018-10-21,2018-10-22,First Class,TB-21520,Tracy Blumstein,Consumer,Fairfield,Ohio,45014.0,East,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59000000000003,3,0.4,-122.87700000000004,0
1891,CA-2018-157623,2018-03-14,2018-03-18,Standard Class,DK-13225,Dean Katz,Corporate,Huntington Beach,California,92646.0,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,0
1892,CA-2018-157623,2018-03-14,2018-03-18,Standard Class,DK-13225,Dean Katz,Corporate,Huntington Beach,California,92646.0,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0.0,1.2506,0
1893,CA-2021-145310,2021-12-22,2021-12-24,Second Class,JP-15520,Jeremy Pistek,Consumer,Port Orange,Florida,32127.0,South,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,7.824,1,0.2,2.9339999999999997,0
1894,CA-2020-100083,2020-11-24,2020-11-29,Standard Class,CD-11980,Carol Darley,Consumer,Medford,Oregon,97504.0,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784000000000002,1,0.2,7.744999999999998,0
1895,US-2021-108063,2021-12-02,2021-12-05,First Class,AS-10090,Adam Shillingsburg,Consumer,Charlottesville,Virginia,22901.0,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,34.650000000000006,3,0.0,10.395,0
1896,CA-2019-109197,2019-12-31,2020-01-04,Standard Class,JO-15280,Jas O'Carroll,Consumer,Missoula,Montana,59801.0,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98400000000004,2,0.2,152.49499999999998,0
1897,CA-2021-141789,2021-10-03,2021-10-06,First Class,AC-10450,Amy Cox,Consumer,Minneapolis,Minnesota,55407.0,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1705999999999,0
1898,CA-2018-169775,2018-08-29,2018-09-02,Second Class,RA-19945,Ryan Akin,Consumer,Miami,Florida,33178.0,South,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.805399999999997,0
1899,CA-2018-169775,2018-08-29,2018-09-02,Second Class,RA-19945,Ryan Akin,Consumer,Miami,Florida,33178.0,South,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.1760000000001,4,0.7,-336.7839999999999,0
1900,CA-2018-169775,2018-08-29,2018-09-02,Second Class,RA-19945,Ryan Akin,Consumer,Miami,Florida,33178.0,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.76450000000001,0
1901,CA-2020-140543,2020-06-29,2020-07-03,Second Class,Co-12640,Corey-Lock,Consumer,Florence,South Carolina,29501.0,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188000000000002,0
1902,CA-2020-151141,2020-08-20,2020-08-23,First Class,DW-13480,Dianna Wilson,Home Office,Detroit,Michigan,48205.0,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0.0,3.9906000000000006,0
1903,CA-2021-167094,2021-10-21,2021-10-22,First Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Oregon,97477.0,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184000000000001,1,0.2,1.8144,0
1904,CA-2021-167094,2021-10-21,2021-10-22,First Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Oregon,97477.0,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.84800000000001,0
1905,CA-2021-167094,2021-10-21,2021-10-22,First Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Oregon,97477.0,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.400000000000002,2,0.2,6.744999999999998,0
1906,CA-2021-154410,2021-10-21,2021-10-24,First Class,MD-17860,Michael Dominguez,Corporate,Indianapolis,Indiana,46203.0,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0.0,9.091199999999958,0
1907,US-2020-150567,2020-05-17,2020-05-21,Standard Class,RP-19855,Roy Phan,Corporate,Apopka,Florida,32712.0,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.9520000000000004,2,0.7,-2.1648000000000005,0
1908,US-2020-150567,2020-05-17,2020-05-21,Standard Class,RP-19855,Roy Phan,Corporate,Apopka,Florida,32712.0,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018000000000008,6,0.7,-21.61440000000001,0
1909,CA-2019-157959,2019-02-03,2019-02-04,First Class,RW-19540,Rick Wilson,Corporate,Los Angeles,California,90008.0,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.07599999999999,0
1910,CA-2021-105886,2021-12-18,2021-12-23,Standard Class,DB-13660,Duane Benoit,Consumer,Oceanside,New York,11572.0,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532,0
1911,CA-2020-105963,2020-11-15,2020-11-22,Standard Class,SC-20770,Stewart Carmichael,Corporate,Los Angeles,California,90008.0,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39000000000001,3,0.0,40.749900000000004,0
1912,CA-2021-121503,2021-07-03,2021-07-06,Second Class,FH-14275,Frank Hawley,Corporate,Houston,Texas,77041.0,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.43989999999998,0
1913,CA-2021-121503,2021-07-03,2021-07-06,Second Class,FH-14275,Frank Hawley,Corporate,Houston,Texas,77041.0,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.1320000000001,3,0.4,49.76099999999997,0
1914,CA-2018-103366,2018-01-15,2018-01-17,First Class,EH-13990,Erica Hackney,Consumer,Roswell,Georgia,30076.0,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.97800000000001,0
1915,CA-2021-124597,2021-04-30,2021-05-05,Standard Class,AS-10630,Ann Steele,Home Office,Boynton Beach,Florida,33437.0,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704,0
1916,CA-2021-124597,2021-04-30,2021-05-05,Standard Class,AS-10630,Ann Steele,Home Office,Boynton Beach,Florida,33437.0,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.852499999999999,0
1917,CA-2021-124597,2021-04-30,2021-05-05,Standard Class,AS-10630,Ann Steele,Home Office,Boynton Beach,Florida,33437.0,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952000000000002,3,0.2,3.8843999999999994,0
1918,CA-2019-105634,2019-11-08,2019-11-14,Standard Class,HA-14905,Helen Abelman,Consumer,Franklin,Massachusetts,2038.0,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0.0,3.378499999999999,0
1919,CA-2019-123673,2019-10-30,2019-11-01,Second Class,CH-12070,Cathy Hwang,Home Office,Detroit,Michigan,48227.0,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0.0,74.975,0
1920,US-2021-111423,2021-08-17,2021-08-19,First Class,EH-13765,Edward Hooks,Corporate,Watertown,New York,13601.0,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.37299999999993,0
1921,US-2021-111423,2021-08-17,2021-08-19,First Class,EH-13765,Edward Hooks,Corporate,Watertown,New York,13601.0,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.65239999999994,0
1922,CA-2019-125178,2019-10-03,2019-10-09,Standard Class,MZ-17515,Mary Zewe,Corporate,Reading,Pennsylvania,19601.0,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008000000000003,2,0.2,1.5008,0
1923,CA-2020-156685,2020-07-08,2020-07-10,Second Class,SC-20230,Scot Coram,Corporate,Arlington,Texas,76017.0,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.6400000000001,9,0.2,107.95499999999998,0
1924,CA-2020-156685,2020-07-08,2020-07-10,Second Class,SC-20230,Scot Coram,Corporate,Arlington,Texas,76017.0,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.571200000000001,0
1925,CA-2021-126865,2021-12-05,2021-12-07,Second Class,NP-18325,Naresj Patel,Consumer,San Diego,California,92024.0,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0.0,41.82299999999999,0
1926,CA-2021-102834,2021-03-09,2021-03-13,Standard Class,LW-16990,Lindsay Williams,Corporate,San Francisco,California,94110.0,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0.0,69.993,0
1927,US-2020-139710,2020-06-09,2020-06-15,Standard Class,GM-14680,Greg Matthias,Consumer,Los Angeles,California,90045.0,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48000000000002,3,0.2,19.966499999999982,0
1928,CA-2021-121538,2021-11-28,2021-12-01,First Class,RH-19495,Rick Hansen,Consumer,Denver,Colorado,80219.0,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.068799999999996,0
1929,US-2021-101539,2021-03-16,2021-03-18,Second Class,VM-21685,Valerie Mitchum,Home Office,Seattle,Washington,98105.0,West,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0.0,3.1104000000000003,0
1930,US-2021-101539,2021-03-16,2021-03-18,Second Class,VM-21685,Valerie Mitchum,Home Office,Seattle,Washington,98105.0,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0.0,1.8603999999999985,0
1931,US-2021-101539,2021-03-16,2021-03-18,Second Class,VM-21685,Valerie Mitchum,Home Office,Seattle,Washington,98105.0,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.9760000000001,3,0.2,49.49819999999997,0
1932,CA-2020-152121,2020-11-27,2020-11-29,Second Class,CC-12670,Craig Carreira,Consumer,Scottsdale,Arizona,85254.0,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.799300000000002,0
1933,CA-2021-161200,2021-08-06,2021-08-10,Second Class,SV-20365,Seth Vernon,Consumer,Lafayette,Louisiana,70506.0,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0.0,23.31840000000001,0
1934,CA-2021-161200,2021-08-06,2021-08-10,Second Class,SV-20365,Seth Vernon,Consumer,Lafayette,Louisiana,70506.0,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0.0,7.3919999999999995,0
1935,CA-2021-101245,2021-11-27,2021-12-03,Standard Class,LW-16990,Lindsay Williams,Corporate,San Francisco,California,94109.0,West,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.54999999999998,5,0.0,114.93849999999998,0
1936,CA-2021-101245,2021-11-27,2021-12-03,Standard Class,LW-16990,Lindsay Williams,Corporate,San Francisco,California,94109.0,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0.0,59.8176,0
1937,CA-2019-141768,2019-05-25,2019-05-27,Second Class,NP-18685,Nora Pelletier,Home Office,San Francisco,California,94109.0,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.860899999999999,0
1938,CA-2020-112109,2020-07-08,2020-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020.0,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968000000000004,2,0.7,-13.311999999999998,0
1939,CA-2020-112109,2020-07-08,2020-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020.0,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.48800000000001,7,0.2,-1.2558000000000051,0
1940,CA-2020-112109,2020-07-08,2020-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020.0,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736000000000002,4,0.7,-6.1152,0
1941,CA-2020-112109,2020-07-08,2020-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020.0,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.57399999999996,0
1942,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36000000000001,4,0.2,17.759999999999998,1
1942,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36000000000001,4,0.2,17.759999999999998,1
1942,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36000000000001,4,0.2,17.759999999999998,1
1943,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.439999999999998,2,0.2,2.401,1
1943,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.439999999999998,2,0.2,2.401,1
1943,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.439999999999998,2,0.2,2.401,1
1944,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.2399999999999993,9,0.8,-5.184000000000001,1
1944,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.2399999999999993,9,0.8,-5.184000000000001,1
1944,CA-2021-144064,2021-08-29,2021-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.2399999999999993,9,0.8,-5.184000000000001,1
1945,CA-2020-108581,2020-06-20,2020-06-26,Standard Class,EA-14035,Erin Ashbrook,Corporate,Carrollton,Texas,75007.0,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912,0
1946,CA-2020-108581,2020-06-20,2020-06-26,Standard Class,EA-14035,Erin Ashbrook,Corporate,Carrollton,Texas,75007.0,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368000000000002,2,0.2,3.6288,0
1947,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0.0,6.468,0
1948,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0.0,3.4619999999999997,0
1949,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.52599999999998,1,0.4,-93.3262,0
1950,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0.0,3.764199999999999,0
1951,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432000000000002,8,0.2,8.9208,0
1952,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.96999999999997,3,0.0,57.41129999999999,0
1953,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0.0,9.072,0
1954,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735,0
1955,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0.0,2.2139999999999995,0
1956,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,38.08000000000001,0
1957,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0.0,40.31280000000001,0
1958,CA-2021-157987,2021-09-02,2021-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009.0,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0.0,7.703999999999999,0
1959,CA-2021-110905,2021-09-10,2021-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807.0,Central,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.200000000000003,3,0.0,7.776,0
